# Solar longitude: 30 degrees
# Comet distance: 10 km
longitude_deg,latitude_deg,dsmc_wind_m_s,computed_wind_z_m_s,difference_m_s,relative_error_percent
58.600000,0.300000,7.124000e+02,7.123184e+02,-8.164887e-02,-0.01
61.700000,0.500000,7.118000e+02,7.045150e+02,-7.285002e+00,-1.02
61.300000,7.500000,7.106000e+02,7.019283e+02,-8.671725e+00,-1.22
58.400000,6.100000,7.074000e+02,7.085636e+02,1.163611e+00,0.16
57.300000,7.500000,7.165000e+02,7.094228e+02,-7.077248e+00,-0.99
61.700000,4.500000,7.106000e+02,7.027965e+02,-7.803499e+00,-1.10
60.100000,3.300000,7.186000e+02,7.068827e+02,-1.171735e+01,-1.63
43.700000,14.200000,7.065000e+02,7.085189e+02,2.018868e+00,0.29
30.600000,41.500000,5.952000e+02,5.929897e+02,-2.210295e+00,-0.37
24.500000,43.500000,6.015000e+02,5.696636e+02,-3.183643e+01,-5.29
25.200000,12.400000,6.887000e+02,6.945426e+02,5.842611e+00,0.85
27.000000,16.100000,6.928000e+02,6.884291e+02,-4.370908e+00,-0.63
37.100000,37.800000,6.040000e+02,6.218413e+02,1.784135e+01,2.95
8.700000,3.800000,6.631000e+02,6.654805e+02,2.380455e+00,0.36
7.700000,3.600000,6.670000e+02,6.630078e+02,-3.992168e+00,-0.60
8.900000,1.400000,6.695000e+02,6.705513e+02,1.051346e+00,0.16
14.000000,24.400000,6.385000e+02,6.258897e+02,-1.261027e+01,-1.97
14.300000,23.200000,6.462000e+02,6.329729e+02,-1.322709e+01,-2.05
13.100000,21.600000,5.987000e+02,6.365218e+02,3.782184e+01,6.32
46.700000,20.800000,6.910000e+02,6.913291e+02,3.291066e-01,0.05
46.100000,17.600000,7.043000e+02,7.000731e+02,-4.226861e+00,-0.60
32.800000,28.200000,6.533000e+02,6.478217e+02,-5.478287e+00,-0.84
23.000000,39.200000,5.603000e+02,5.746148e+02,1.431480e+01,2.55
22.300000,18.000000,6.564000e+02,6.751967e+02,1.879674e+01,2.86
15.100000,11.100000,6.727000e+02,6.741005e+02,1.400516e+00,0.21
12.600000,11.900000,6.546000e+02,6.646204e+02,1.002036e+01,1.53
12.700000,6.500000,6.841000e+02,6.734083e+02,-1.069166e+01,-1.56
12.200000,8.300000,6.637000e+02,6.692420e+02,5.542026e+00,0.84
14.900000,5.400000,6.749000e+02,6.813875e+02,6.487498e+00,0.96
9.100000,7.100000,6.619000e+02,6.609810e+02,-9.189511e-01,-0.14
12.600000,5.100000,6.714000e+02,6.750553e+02,3.655279e+00,0.54
48.400000,30.600000,6.625000e+02,6.666277e+02,4.127653e+00,0.62
50.800000,29.900000,6.743000e+02,6.718884e+02,-2.411605e+00,-0.36
50.800000,30.700000,6.737000e+02,6.702534e+02,-3.446626e+00,-0.51
28.600000,2.800000,7.151000e+02,7.126873e+02,-2.412720e+00,-0.34
23.500000,31.000000,6.044000e+02,6.141905e+02,9.790535e+00,1.62
47.600000,33.000000,6.533000e+02,6.596869e+02,6.386928e+00,0.98
45.800000,34.200000,6.661000e+02,6.532183e+02,-1.288173e+01,-1.93
51.300000,33.400000,6.518000e+02,6.660606e+02,1.426062e+01,2.19
51.500000,33.900000,6.498000e+02,6.655971e+02,1.579710e+01,2.43
50.000000,34.700000,6.596000e+02,6.612130e+02,1.613021e+00,0.24
47.700000,33.800000,6.508000e+02,6.581606e+02,7.360595e+00,1.13
23.200000,25.800000,6.509000e+02,6.423006e+02,-8.599391e+00,-1.32
23.400000,23.200000,6.305000e+02,6.558970e+02,2.539704e+01,4.03
23.600000,25.300000,6.609000e+02,6.457409e+02,-1.515910e+01,-2.29
22.800000,24.900000,6.396000e+02,6.462239e+02,6.623935e+00,1.04
21.600000,22.400000,6.711000e+02,6.561341e+02,-1.496588e+01,-2.23
19.500000,22.300000,6.449000e+02,6.519240e+02,7.023984e+00,1.09
19.000000,25.200000,6.383000e+02,6.360110e+02,-2.288979e+00,-0.36
20.800000,23.400000,6.630000e+02,6.496108e+02,-1.338924e+01,-2.02
18.100000,24.700000,6.602000e+02,6.363709e+02,-2.382911e+01,-3.61
22.400000,22.400000,6.644000e+02,6.577508e+02,-6.649200e+00,-1.00
20.500000,28.300000,6.380000e+02,6.222947e+02,-1.570525e+01,-2.46
29.600000,31.600000,6.155000e+02,6.252899e+02,9.789860e+00,1.59
30.900000,28.900000,6.956000e+02,6.410373e+02,-5.456269e+01,-7.84
31.600000,30.400000,6.493000e+02,6.353289e+02,-1.397115e+01,-2.15
34.000000,33.000000,6.263000e+02,6.293915e+02,3.091532e+00,0.49
33.300000,27.400000,6.786000e+02,6.523147e+02,-2.628527e+01,-3.87
34.200000,23.700000,6.847000e+02,6.696838e+02,-1.501622e+01,-2.19
32.200000,23.500000,6.873000e+02,6.679505e+02,-1.934950e+01,-2.82
22.800000,36.900000,6.002000e+02,5.826985e+02,-1.750146e+01,-2.92
21.600000,33.100000,5.916000e+02,5.978403e+02,6.240337e+00,1.05
29.000000,36.800000,6.018000e+02,6.011481e+02,-6.518918e-01,-0.11
19.100000,31.800000,6.028000e+02,5.983567e+02,-4.443264e+00,-0.74
55.300000,1.000000,7.128000e+02,7.201307e+02,7.330735e+00,1.03
52.700000,7.000000,7.088000e+02,7.184291e+02,9.629057e+00,1.36
27.600000,18.500000,6.738000e+02,6.817463e+02,7.946292e+00,1.18
45.000000,16.500000,7.041000e+02,7.028171e+02,-1.282906e+00,-0.18
53.100000,42.100000,6.464000e+02,6.593325e+02,1.293251e+01,2.00
31.300000,27.800000,6.612000e+02,6.470302e+02,-1.416979e+01,-2.14
31.700000,39.000000,6.046000e+02,6.022531e+02,-2.346871e+00,-0.39
38.200000,5.700000,7.022000e+02,7.222760e+02,2.007599e+01,2.86
31.300000,13.700000,6.873000e+02,6.996447e+02,1.234468e+01,1.80
29.500000,13.000000,7.042000e+02,6.991323e+02,-5.067737e+00,-0.72
45.400000,17.200000,7.031000e+02,7.010070e+02,-2.093040e+00,-0.30
55.500000,19.000000,6.975000e+02,6.956280e+02,-1.872007e+00,-0.27
31.900000,35.600000,5.762000e+02,6.138515e+02,3.765146e+01,6.53
30.800000,33.200000,6.126000e+02,6.207629e+02,8.162944e+00,1.33
18.200000,33.500000,5.644000e+02,5.863086e+02,2.190857e+01,3.88
19.300000,35.100000,5.942000e+02,5.810162e+02,-1.318381e+01,-2.22
19.100000,36.400000,5.866000e+02,5.741734e+02,-1.242658e+01,-2.12
40.400000,1.200000,7.318000e+02,7.308120e+02,-9.880080e-01,-0.14
16.200000,12.900000,6.738000e+02,6.740960e+02,2.960398e-01,0.04
7.100000,4.500000,6.543000e+02,6.595589e+02,5.258859e+00,0.80
53.000000,19.100000,6.781000e+02,6.960969e+02,1.799689e+01,2.65
16.900000,25.000000,6.190000e+02,6.314900e+02,1.248998e+01,2.02
25.100000,16.300000,6.890000e+02,6.851839e+02,-3.816134e+00,-0.55
24.500000,15.400000,6.888000e+02,6.867161e+02,-2.083867e+00,-0.30
22.700000,15.900000,6.974000e+02,6.823298e+02,-1.507022e+01,-2.16
22.900000,18.100000,7.026000e+02,6.759644e+02,-2.663556e+01,-3.79
44.900000,1.300000,7.326000e+02,7.329684e+02,3.684236e-01,0.05
60.900000,2.500000,7.177000e+02,7.054927e+02,-1.220731e+01,-1.70
23.900000,0.800000,7.042000e+02,7.070201e+02,2.820150e+00,0.40
52.400000,9.600000,7.133000e+02,7.146962e+02,1.396219e+00,0.20
55.800000,13.500000,6.998000e+02,7.040210e+02,4.221033e+00,0.60
34.800000,18.300000,6.950000e+02,6.903469e+02,-4.653086e+00,-0.67
41.600000,18.400000,7.184000e+02,6.957354e+02,-2.266464e+01,-3.15
50.800000,36.900000,6.776000e+02,6.594743e+02,-1.812565e+01,-2.67
44.900000,34.900000,6.416000e+02,6.495808e+02,7.980787e+00,1.24
41.300000,33.700000,6.403000e+02,6.443111e+02,4.011145e+00,0.63
43.200000,32.200000,6.423000e+02,6.528304e+02,1.053043e+01,1.64
45.500000,31.000000,6.443000e+02,6.606293e+02,1.632925e+01,2.53
36.900000,3.900000,7.350000e+02,7.233570e+02,-1.164296e+01,-1.58
35.100000,6.600000,7.091000e+02,7.171860e+02,8.086041e+00,1.14
36.900000,6.200000,7.193000e+02,7.200104e+02,7.103512e-01,0.10
36.800000,3.100000,7.268000e+02,7.243022e+02,-2.497754e+00,-0.34
31.600000,40.700000,5.975000e+02,5.978555e+02,3.555195e-01,0.06
34.300000,41.200000,6.031000e+02,6.057399e+02,2.639920e+00,0.44
32.800000,38.600000,6.027000e+02,6.067566e+02,4.056629e+00,0.67
58.600000,2.000000,7.064000e+02,7.112951e+02,4.895130e+00,0.69
61.700000,3.100000,7.132000e+02,7.034493e+02,-9.750741e+00,-1.37
58.800000,0.300000,7.199000e+02,7.118015e+02,-8.098534e+00,-1.12
57.400000,0.400000,7.208000e+02,7.153562e+02,-5.443816e+00,-0.76
5.300000,1.000000,6.695000e+02,6.626289e+02,-6.871057e+00,-1.03
4.700000,1.700000,6.744000e+02,6.596313e+02,-1.476872e+01,-2.19
45.300000,9.400000,7.284000e+02,7.198106e+02,-8.589372e+00,-1.18
25.700000,23.100000,6.388000e+02,6.603980e+02,2.159800e+01,3.38
27.500000,26.600000,6.580000e+02,6.462582e+02,-1.174181e+01,-1.78
18.600000,12.600000,6.773000e+02,6.811440e+02,3.844045e+00,0.57
49.000000,7.400000,7.169000e+02,7.222023e+02,5.302252e+00,0.74
22.700000,29.700000,6.122000e+02,6.195611e+02,7.361105e+00,1.20
37.300000,13.800000,7.182000e+02,7.054136e+02,-1.278642e+01,-1.78
36.300000,6.800000,7.352000e+02,7.183577e+02,-1.684234e+01,-2.29
54.700000,17.500000,6.994000e+02,6.984684e+02,-9.316392e-01,-0.13
54.600000,9.600000,7.103000e+02,7.115243e+02,1.224340e+00,0.17
8.600000,4.700000,6.544000e+02,6.635688e+02,9.168829e+00,1.40
7.700000,9.100000,6.592000e+02,6.527246e+02,-6.475433e+00,-0.98
11.300000,5.600000,6.485000e+02,6.703639e+02,2.186389e+01,3.37
27.600000,3.200000,7.055000e+02,7.106673e+02,5.167260e+00,0.73
31.200000,3.800000,7.142000e+02,7.155136e+02,1.313595e+00,0.18
33.000000,0.500000,7.262000e+02,7.220619e+02,-4.138144e+00,-0.57
30.500000,1.000000,7.148000e+02,7.176596e+02,2.859643e+00,0.40
60.600000,1.700000,7.076000e+02,7.065876e+02,-1.012414e+00,-0.14
11.500000,9.500000,6.991000e+02,6.650573e+02,-3.404273e+01,-4.87
14.500000,3.700000,6.802000e+02,6.824434e+02,2.243372e+00,0.33
25.400000,1.600000,7.126000e+02,7.087629e+02,-3.837062e+00,-0.54
55.300000,7.500000,7.099000e+02,7.132506e+02,3.350571e+00,0.47
47.100000,10.900000,7.230000e+02,7.164080e+02,-6.592048e+00,-0.91
58.500000,7.500000,7.130000e+02,7.070806e+02,-5.919371e+00,-0.83
41.500000,1.600000,7.208000e+02,7.312317e+02,1.043167e+01,1.45
20.700000,4.700000,6.759000e+02,6.965917e+02,2.069170e+01,3.06
15.500000,17.700000,6.485000e+02,6.595118e+02,1.101183e+01,1.70
61.000000,1.000000,7.109000e+02,7.059599e+02,-4.940067e+00,-0.69
57.900000,2.000000,7.209000e+02,7.130295e+02,-7.870468e+00,-1.09
43.600000,32.200000,6.581000e+02,6.536502e+02,-4.449764e+00,-0.68
26.900000,27.100000,6.347000e+02,6.425978e+02,7.897818e+00,1.24
28.900000,34.400000,5.910000e+02,6.106295e+02,1.962945e+01,3.32
6.800000,1.200000,6.628000e+02,6.656268e+02,2.826810e+00,0.43
8.900000,5.500000,6.349000e+02,6.630767e+02,2.817672e+01,4.44
9.900000,4.500000,6.829000e+02,6.678118e+02,-1.508824e+01,-2.21
21.900000,13.900000,6.568000e+02,6.857704e+02,2.897037e+01,4.41
47.800000,24.800000,6.620000e+02,6.808108e+02,1.881075e+01,2.84
15.400000,4.000000,6.789000e+02,6.845243e+02,5.624279e+00,0.83
55.800000,16.000000,7.046000e+02,7.002223e+02,-4.377670e+00,-0.62
58.500000,16.900000,7.004000e+02,6.972287e+02,-3.171306e+00,-0.45
50.800000,26.900000,6.787000e+02,6.783712e+02,-3.287634e-01,-0.05
33.600000,39.500000,5.953000e+02,6.069633e+02,1.166329e+01,1.96
19.600000,34.100000,5.781000e+02,5.870215e+02,8.921546e+00,1.54
15.100000,12.100000,6.449000e+02,6.723457e+02,2.744567e+01,4.26
13.200000,2.400000,6.794000e+02,6.806553e+02,1.255277e+00,0.18
12.900000,3.300000,6.849000e+02,6.784940e+02,-6.405968e+00,-0.94
12.900000,1.000000,6.690000e+02,6.820048e+02,1.300480e+01,1.94
14.200000,1.000000,6.848000e+02,6.854323e+02,6.322743e-01,0.09
41.600000,8.800000,7.300000e+02,7.198023e+02,-1.019774e+01,-1.40
24.400000,19.400000,6.478000e+02,6.738973e+02,2.609729e+01,4.03
9.800000,13.100000,6.484000e+02,6.521800e+02,3.779962e+00,0.58
51.800000,17.900000,6.910000e+02,6.989245e+02,7.924503e+00,1.15
54.100000,19.600000,6.936000e+02,6.949138e+02,1.313822e+00,0.19
52.900000,42.200000,6.501000e+02,6.587762e+02,8.676196e+00,1.33
18.400000,15.900000,6.720000e+02,6.730410e+02,1.040977e+00,0.15
53.000000,36.400000,6.788000e+02,6.649847e+02,-1.381529e+01,-2.04
53.600000,29.800000,6.940000e+02,6.760702e+02,-1.792979e+01,-2.58
52.600000,32.100000,6.777000e+02,6.706243e+02,-7.075666e+00,-1.04
52.900000,37.400000,6.792000e+02,6.635120e+02,-1.568801e+01,-2.31
48.000000,42.100000,6.720000e+02,6.463701e+02,-2.562992e+01,-3.81
46.600000,44.200000,6.364000e+02,6.410058e+02,4.605846e+00,0.72
50.000000,41.600000,6.361000e+02,6.520628e+02,1.596284e+01,2.51
37.900000,36.100000,6.120000e+02,6.287207e+02,1.672072e+01,2.73
24.900000,18.200000,6.915000e+02,6.789597e+02,-1.254028e+01,-1.81
32.200000,33.700000,5.859000e+02,6.221188e+02,3.621884e+01,6.18
55.500000,25.300000,6.939000e+02,6.855126e+02,-8.387367e+00,-1.21
51.800000,20.300000,6.863000e+02,6.936952e+02,7.395210e+00,1.08
43.900000,39.700000,6.338000e+02,6.377912e+02,3.991218e+00,0.63
50.600000,44.400000,6.420000e+02,6.516438e+02,9.643750e+00,1.50
42.800000,40.300000,6.334000e+02,6.337478e+02,3.477683e-01,0.05
39.200000,38.000000,6.264000e+02,6.274821e+02,1.082130e+00,0.17
42.100000,40.200000,6.341000e+02,6.318402e+02,-2.259830e+00,-0.36
42.000000,37.200000,6.437000e+02,6.371102e+02,-6.589818e+00,-1.02
47.000000,42.000000,6.673000e+02,6.437332e+02,-2.356679e+01,-3.53
46.200000,41.200000,6.476000e+02,6.423169e+02,-5.283117e+00,-0.82
35.100000,39.800000,6.173000e+02,6.110317e+02,-6.268276e+00,-1.02
36.200000,40.500000,6.325000e+02,6.131401e+02,-1.935986e+01,-3.06
60.300000,14.800000,7.110000e+02,6.980915e+02,-1.290847e+01,-1.82
23.800000,32.800000,5.997000e+02,6.051966e+02,5.496597e+00,0.92
54.100000,21.600000,6.909000e+02,6.912204e+02,3.203543e-01,0.05
30.700000,37.500000,5.750000e+02,6.037016e+02,2.870163e+01,4.99
46.900000,19.500000,6.894000e+02,6.950415e+02,5.641460e+00,0.82
38.700000,15.300000,7.018000e+02,7.026752e+02,8.751733e-01,0.12
37.400000,34.900000,6.285000e+02,6.310364e+02,2.536352e+00,0.40
45.600000,12.200000,7.151000e+02,7.137132e+02,-1.386823e+00,-0.19
20.100000,23.300000,6.284000e+02,6.485181e+02,2.011805e+01,3.20
25.200000,41.700000,5.666000e+02,5.748689e+02,8.268917e+00,1.46
26.900000,11.500000,7.076000e+02,6.986953e+02,-8.904703e+00,-1.26
19.900000,17.800000,6.704000e+02,6.708910e+02,4.910336e-01,0.07
22.200000,13.200000,6.571000e+02,6.878370e+02,3.073697e+01,4.68
18.100000,10.200000,6.919000e+02,6.839032e+02,-7.996816e+00,-1.16
9.700000,5.500000,6.629000e+02,6.655519e+02,2.651859e+00,0.40
45.500000,11.700000,7.220000e+02,7.148560e+02,-7.144041e+00,-0.99
38.400000,4.900000,7.192000e+02,7.237133e+02,4.513295e+00,0.63
48.900000,19.900000,6.876000e+02,6.944193e+02,6.819303e+00,0.99
51.200000,19.700000,6.839000e+02,6.950417e+02,1.114171e+01,1.63
24.300000,20.500000,6.466000e+02,6.694500e+02,2.284995e+01,3.53
37.500000,18.300000,7.161000e+02,6.928481e+02,-2.325193e+01,-3.25
44.700000,9.500000,7.258000e+02,7.195664e+02,-6.233630e+00,-0.86
45.300000,8.300000,7.165000e+02,7.219962e+02,5.496173e+00,0.77
41.200000,11.600000,7.288000e+02,7.136431e+02,-1.515687e+01,-2.08
37.500000,3.300000,7.349000e+02,7.249208e+02,-9.979228e+00,-1.36
29.400000,5.900000,7.080000e+02,7.103371e+02,2.337126e+00,0.33
42.800000,9.500000,7.241000e+02,7.190312e+02,-5.068816e+00,-0.70
34.500000,11.000000,7.246000e+02,7.089020e+02,-1.569801e+01,-2.17
28.000000,39.300000,6.059000e+02,5.898058e+02,-1.609419e+01,-2.66
61.200000,8.800000,7.033000e+02,7.013093e+02,-1.990747e+00,-0.28
55.000000,9.700000,7.124000e+02,7.107464e+02,-1.653609e+00,-0.23
55.700000,9.000000,7.129000e+02,7.105623e+02,-2.337705e+00,-0.33
58.600000,4.700000,7.117000e+02,7.093162e+02,-2.383812e+00,-0.33
39.500000,41.100000,5.963000e+02,6.226025e+02,2.630250e+01,4.41
37.300000,1.700000,7.251000e+02,7.267315e+02,1.631535e+00,0.23
36.600000,0.700000,7.346000e+02,7.270173e+02,-7.582686e+00,-1.03
36.600000,1.300000,7.304000e+02,7.263035e+02,-4.096522e+00,-0.56
53.700000,37.700000,6.769000e+02,6.649279e+02,-1.197208e+01,-1.77
58.300000,13.000000,6.999000e+02,7.017323e+02,1.832310e+00,0.26
53.300000,5.900000,7.308000e+02,7.190035e+02,-1.179652e+01,-1.61
49.500000,11.400000,7.442000e+02,7.141779e+02,-3.002205e+01,-4.03
36.900000,28.500000,6.596000e+02,6.537436e+02,-5.856386e+00,-0.89
29.800000,20.700000,7.005000e+02,6.764291e+02,-2.407092e+01,-3.44
12.100000,15.800000,6.378000e+02,6.539164e+02,1.611644e+01,2.53
21.100000,16.500000,6.612000e+02,6.775336e+02,1.633365e+01,2.47
59.600000,15.500000,7.125000e+02,6.979802e+02,-1.451982e+01,-2.04
53.600000,7.500000,7.161000e+02,7.162436e+02,1.435820e-01,0.02
38.700000,20.000000,6.703000e+02,6.883380e+02,1.803796e+01,2.69
42.400000,42.300000,6.277000e+02,6.300980e+02,2.398041e+00,0.38
37.100000,20.900000,7.002000e+02,6.837077e+02,-1.649227e+01,-2.36
36.000000,32.700000,6.237000e+02,6.352892e+02,1.158919e+01,1.86
28.100000,21.900000,6.719000e+02,6.693423e+02,-2.557741e+00,-0.38
36.400000,17.600000,7.171000e+02,6.940599e+02,-2.304009e+01,-3.21
53.600000,16.500000,6.965000e+02,7.009065e+02,4.406500e+00,0.63
45.800000,24.500000,6.874000e+02,6.799019e+02,-7.498118e+00,-1.09
26.600000,28.200000,6.264000e+02,6.362563e+02,9.856310e+00,1.57
34.600000,8.400000,6.949000e+02,7.137240e+02,1.882398e+01,2.71
26.400000,3.000000,7.004000e+02,7.089380e+02,8.537953e+00,1.22
35.800000,20.000000,6.780000e+02,6.855940e+02,7.593951e+00,1.12
31.700000,28.500000,6.718000e+02,6.444392e+02,-2.736079e+01,-4.07
57.800000,5.500000,7.087000e+02,7.103935e+02,1.693522e+00,0.24
58.300000,13.000000,7.027000e+02,7.017323e+02,-9.676900e-01,-0.14
43.200000,37.500000,6.239000e+02,6.397132e+02,1.581322e+01,2.53
49.900000,40.800000,6.686000e+02,6.525582e+02,-1.604176e+01,-2.40
50.900000,40.100000,6.701000e+02,6.557670e+02,-1.433296e+01,-2.14
49.400000,43.100000,6.544000e+02,6.493203e+02,-5.079733e+00,-0.78
43.200000,37.700000,6.301000e+02,6.393165e+02,9.216510e+00,1.46
43.400000,41.300000,6.512000e+02,6.341933e+02,-1.700671e+01,-2.61
42.400000,35.900000,6.485000e+02,6.411412e+02,-7.358842e+00,-1.13
45.100000,37.300000,6.449000e+02,6.450858e+02,1.858289e-01,0.03
27.800000,35.400000,5.929000e+02,6.033302e+02,1.043024e+01,1.76
26.800000,30.700000,5.808000e+02,6.234860e+02,4.268600e+01,7.35
31.000000,29.700000,6.497000e+02,6.374009e+02,-1.229911e+01,-1.89
26.900000,28.800000,6.614000e+02,6.336916e+02,-2.770841e+01,-4.19
21.700000,30.600000,6.513000e+02,6.120212e+02,-3.927882e+01,-6.03
39.500000,42.500000,6.327000e+02,6.208437e+02,-1.185629e+01,-1.87
22.800000,17.200000,7.131000e+02,6.787061e+02,-3.439388e+01,-4.82
19.200000,10.000000,7.018000e+02,6.869047e+02,-1.489535e+01,-2.12
29.800000,15.900000,7.023000e+02,6.924034e+02,-9.896577e+00,-1.41
20.700000,13.900000,6.744000e+02,6.833272e+02,8.927182e+00,1.32
19.800000,15.000000,6.624000e+02,6.787617e+02,1.636167e+01,2.47
48.100000,8.000000,7.052000e+02,7.217521e+02,1.655209e+01,2.35
49.600000,8.700000,7.179000e+02,7.193689e+02,1.468923e+00,0.20
42.100000,3.400000,7.270000e+02,7.292313e+02,2.231256e+00,0.31
46.900000,9.800000,7.247000e+02,7.187716e+02,-5.928439e+00,-0.82
48.100000,7.600000,7.199000e+02,7.224801e+02,2.580098e+00,0.36
53.700000,1.600000,7.173000e+02,7.231777e+02,5.877662e+00,0.82
47.100000,18.800000,6.868000e+02,6.970080e+02,1.020802e+01,1.49
45.800000,7.900000,7.242000e+02,7.227329e+02,-1.467143e+00,-0.20
47.600000,10.500000,7.089000e+02,7.170846e+02,8.184576e+00,1.15
19.700000,34.400000,6.025000e+02,5.857293e+02,-1.677071e+01,-2.78
22.700000,30.200000,6.486000e+02,6.167356e+02,-3.186438e+01,-4.91
48.200000,26.300000,6.898000e+02,6.771566e+02,-1.264343e+01,-1.83
7.800000,10.500000,6.660000e+02,6.503335e+02,-1.566648e+01,-2.35
24.000000,31.000000,6.491000e+02,6.153933e+02,-3.370667e+01,-5.19
27.500000,13.700000,7.049000e+02,6.951065e+02,-9.793497e+00,-1.39
40.700000,16.000000,7.042000e+02,7.021888e+02,-2.011185e+00,-0.29
52.700000,8.900000,7.124000e+02,7.154600e+02,3.059970e+00,0.43
52.700000,8.000000,7.147000e+02,7.169002e+02,2.200157e+00,0.31
50.800000,6.800000,7.081000e+02,7.213870e+02,1.328698e+01,1.88
50.400000,8.100000,7.179000e+02,7.196714e+02,1.771352e+00,0.25
50.500000,6.000000,7.168000e+02,7.230064e+02,6.206416e+00,0.87
49.500000,8.600000,7.058000e+02,7.196383e+02,1.383830e+01,1.96
31.300000,22.700000,6.861000e+02,6.701796e+02,-1.592041e+01,-2.32
28.700000,21.600000,6.585000e+02,6.714131e+02,1.291309e+01,1.96
29.600000,21.000000,6.958000e+02,6.750039e+02,-2.079610e+01,-2.99
32.700000,20.500000,6.793000e+02,6.805481e+02,1.248100e+00,0.18
57.100000,24.300000,6.944000e+02,6.880621e+02,-6.337878e+00,-0.91
60.500000,10.400000,7.053000e+02,7.012546e+02,-4.045417e+00,-0.57
54.500000,19.600000,6.877000e+02,6.948419e+02,7.141930e+00,1.04
7.400000,2.800000,6.585000e+02,6.637705e+02,5.270542e+00,0.80
14.700000,8.900000,6.677000e+02,6.762424e+02,8.542418e+00,1.28
7.000000,9.600000,6.774000e+02,6.493462e+02,-2.805380e+01,-4.14
37.100000,22.900000,6.698000e+02,6.763371e+02,6.537125e+00,0.98
46.500000,31.300000,6.535000e+02,6.616472e+02,8.147209e+00,1.25
38.800000,19.200000,6.946000e+02,6.910750e+02,-3.525025e+00,-0.51
42.800000,22.400000,6.891000e+02,6.838742e+02,-5.225840e+00,-0.76
45.100000,25.000000,6.828000e+02,6.777047e+02,-5.095322e+00,-0.75
49.700000,19.400000,6.868000e+02,6.957538e+02,8.953761e+00,1.30
48.700000,21.600000,6.954000e+02,6.899536e+02,-5.446415e+00,-0.78
49.300000,25.300000,6.633000e+02,6.807715e+02,1.747150e+01,2.63
44.200000,25.400000,6.747000e+02,6.754918e+02,7.917874e-01,0.12
35.600000,19.000000,6.839000e+02,6.888169e+02,4.916870e+00,0.72
49.000000,29.400000,6.668000e+02,6.703794e+02,3.579377e+00,0.54
49.000000,28.600000,6.691000e+02,6.722876e+02,3.187607e+00,0.48
46.400000,25.100000,6.832000e+02,6.786934e+02,-4.506623e+00,-0.66
45.200000,23.100000,6.885000e+02,6.836311e+02,-4.868868e+00,-0.71
42.400000,27.400000,6.580000e+02,6.666230e+02,8.622984e+00,1.31
43.700000,30.900000,6.420000e+02,6.576108e+02,1.561076e+01,2.43
56.400000,25.400000,6.952000e+02,6.860519e+02,-9.148145e+00,-1.32
50.300000,13.900000,7.026000e+02,7.083578e+02,5.757811e+00,0.82
45.100000,8.500000,7.175000e+02,7.216040e+02,4.103965e+00,0.57
17.200000,33.400000,5.975000e+02,5.840019e+02,-1.349808e+01,-2.26
18.100000,31.800000,6.014000e+02,5.955965e+02,-5.803525e+00,-0.97
18.500000,34.400000,5.748000e+02,5.823341e+02,7.534059e+00,1.31
35.500000,35.500000,6.310000e+02,6.240509e+02,-6.949074e+00,-1.10
35.100000,29.600000,6.475000e+02,6.458917e+02,-1.608272e+00,-0.25
35.700000,34.400000,6.042000e+02,6.283345e+02,2.413454e+01,3.99
26.300000,33.100000,6.184000e+02,6.100166e+02,-8.383403e+00,-1.36
36.000000,37.600000,6.111000e+02,6.191351e+02,8.035079e+00,1.31
38.900000,42.000000,6.264000e+02,6.195007e+02,-6.899272e+00,-1.10
32.500000,35.100000,6.014000e+02,6.173637e+02,1.596369e+01,2.65
33.800000,30.900000,6.529000e+02,6.377056e+02,-1.519437e+01,-2.33
35.300000,38.000000,6.069000e+02,6.159825e+02,9.082518e+00,1.50
31.900000,7.500000,7.117000e+02,7.116954e+02,-4.575625e-03,-0.00
34.700000,21.300000,7.061000e+02,6.797409e+02,-2.635908e+01,-3.73
34.400000,14.600000,7.035000e+02,7.006793e+02,-2.820736e+00,-0.40
32.200000,25.700000,6.365000e+02,6.582588e+02,2.175884e+01,3.42
40.600000,24.200000,6.703000e+02,6.755072e+02,5.207155e+00,0.78
53.000000,26.500000,6.782000e+02,6.813436e+02,3.143603e+00,0.46
44.200000,27.300000,6.511000e+02,6.694682e+02,1.836823e+01,2.82
44.000000,28.400000,6.392000e+02,6.657365e+02,2.653650e+01,4.15
16.700000,32.200000,6.131000e+02,5.893160e+02,-2.378398e+01,-3.88
18.100000,31.300000,5.581000e+02,5.984905e+02,4.039048e+01,7.24
18.100000,23.600000,6.541000e+02,6.420789e+02,-1.202114e+01,-1.84
21.600000,27.800000,6.615000e+02,6.277823e+02,-3.371768e+01,-5.10
24.100000,26.500000,6.598000e+02,6.403765e+02,-1.942350e+01,-2.94
23.200000,28.600000,6.596000e+02,6.269119e+02,-3.268809e+01,-4.96
22.100000,27.300000,6.509000e+02,6.317402e+02,-1.915982e+01,-2.94
29.600000,26.800000,6.359000e+02,6.489114e+02,1.301140e+01,2.05
43.300000,38.400000,6.330000e+02,6.382675e+02,5.267499e+00,0.83
44.500000,36.000000,6.385000e+02,6.461818e+02,7.681803e+00,1.20
48.400000,35.800000,6.492000e+02,6.557973e+02,6.597292e+00,1.02
46.600000,37.300000,6.628000e+02,6.488816e+02,-1.391837e+01,-2.10
46.500000,32.200000,6.492000e+02,6.594023e+02,1.020233e+01,1.57
